"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg";"year";"month";"year.month"
2014-07-22 09:00:00;"50";15.953;37.979;5.99;260.213789081047;"2014";"07";"2014-07"
2014-07-30 09:00:00;"50";16.309;37.951;6.1;265.019485047057;"2014";"07";"2014-07"
2014-08-05 09:00:00;"50";16.351;37.956;5.98;259.807529026814;"2014";"08";"2014-08"
2014-08-12 09:00:00;"50";15.9818360281913;37.957;5.985;260.002574847737;"2014";"08";"2014-08"
2014-08-19 09:00:00;"50";16.073;37.958;5.99;260.224997908089;"2014";"08";"2014-08"
2014-08-26 09:00:00;"50";16.998;37.951;5.83;253.329825085344;"2014";"08";"2014-08"
2014-09-02 09:00:00;"50";17.339;37.958;5.99;260.302004050073;"2014";"09";"2014-09"
2014-09-09 09:00:00;"50";16.198;37.946;6.03;261.972575961165;"2014";"09";"2014-09"
2014-09-15 09:00:00;"50";15.783;37.952;5.89;255.86497880131;"2014";"09";"2014-09"
2014-09-23 09:00:00;"50";20.147;38.087;5.73;249.154919190786;"2014";"09";"2014-09"
2014-09-30 09:00:00;"50";21.623;38.142;5.465;237.716496533969;"2014";"09";"2014-09"
2014-10-07 09:00:00;"50";19.619;38.088;5.2;226.077931753455;"2014";"10";"2014-10"
2014-10-14 09:00:00;"50";22.233;38.18;5.25;228.396547186933;"2014";"10";"2014-10"
2014-10-21 09:00:00;"50";20.706;38.115;5.41;235.270424732376;"2014";"10";"2014-10"
2014-10-29 09:00:00;"50";21.074;38.156;5.27;229.197759927477;"2014";"10";"2014-10"
2014-11-06 09:00:00;"50";20.349;38.175;5.3;230.454606797218;"2014";"11";"2014-11"
2014-11-12 09:00:00;"50";20.051;38.042;5.25;228.285201605622;"2014";"11";"2014-11"
2014-11-18 09:00:00;"50";19.586;37.957;5.25;228.272076906013;"2014";"11";"2014-11"
2014-11-25 09:00:00;"50";18.971;37.978;5.32;231.27577979133;"2014";"11";"2014-11"
2014-12-02 09:00:00;"50";18.428;37.908;5.62;244.297176572275;"2014";"12";"2014-12"
2014-12-09 09:00:00;"50";18.144;37.868;5.56;241.679286819721;"2014";"12";"2014-12"
2014-12-16 09:00:00;"50";17.687;37.842;5.34;232.095083879127;"2014";"12";"2014-12"
2014-12-22 09:00:00;"50";17.454;37.843;5.44;236.427986982325;"2014";"12";"2014-12"
2015-01-06 07:58:26;"50";16.056;37.945;5.64;245.021301187909;"2015";"01";"2015-01"
2015-01-12 07:43:30;"50";15.802;37.964;5.57;241.962856250249;"2015";"01";"2015-01"
2015-01-20 07:45:35;"50";15.398;37.973;5.64;244.979837261636;"2015";"01";"2015-01"
2015-01-27 07:49:40;"50";14.931;37.999;5.72;248.424304668253;"2015";"01";"2015-01"
2015-02-03 07:50:55;"50";14.446;38.049;5.6;243.1779552081;"2015";"02";"2015-02"
2015-02-10 07:40:09;"50";13.981;38.06;5.62;244.02035777013;"2015";"02";"2015-02"
2015-02-17 07:44:39;"50";13.885;38.003;5.65;245.328548990345;"2015";"02";"2015-02"
2015-02-24 07:46:25;"50";13.856;37.966;5.71;247.939212824971;"2015";"02";"2015-02"
2015-03-03 08:31:43;"50";13.918;38.067;5.55;240.976503703427;"2015";"03";"2015-03"
2015-03-10 07:37:01;"50";13.868;38.027;5.57;241.849640649635;"2015";"03";"2015-03"
2015-03-17 07:48:54;"50";13.785;38.01;5.63;244.45374015723;"2015";"03";"2015-03"
2015-03-24 07:44:06;"50";13.79;37.982;5.67;246.195981592163;"2015";"03";"2015-03"
2015-03-31 06:52:55;"50";13.862;37.974;5.81;252.280202106475;"2015";"03";"2015-03"
2015-04-07 06:48:00;"50";14.14;37.954;5.78;250.995986624006;"2015";"04";"2015-04"
2015-04-14 07:07:13;"50";14.261;37.893;5.89;255.791021279926;"2015";"04";"2015-04"
2015-04-21 06:31:17;"50";14.447;37.888;5.74;249.287637254062;"2015";"04";"2015-04"
2015-04-28 06:27:44;"50";14.767;37.947;5.84;253.636860425164;"2015";"04";"2015-04"
2015-05-05 07:32:01;"50";14.903;37.934;5.82;252.778185553351;"2015";"05";"2015-05"
2015-05-12 06:29:26;"50";14.596;37.945;5.73;248.850631690215;"2015";"05";"2015-05"
2015-05-19 06:38:45;"50";14.599;37.935;5.83;253.195641641246;"2015";"05";"2015-05"
2015-05-26 06:41:07;"50";15.375;37.912;5.88;255.41489824132;"2015";"05";"2015-05"
2015-06-02 06:25:17;"50";14.96;37.956;5.82;252.777153426284;"2015";"06";"2015-06"
2015-06-09 06:46:02;"50";14.58;38.005;5.97;259.26110704087;"2015";"06";"2015-06"
2015-06-16 06:32:38;"50";14.645;37.979;5.86;254.49264153986;"2015";"06";"2015-06"
2015-06-22 06:38:45;"50";15.112;37.963;5.96;258.864969572106;"2015";"06";"2015-06"
2015-06-30 07:02:18;"50";15.701;37.957;6.07;263.678419398369;"2015";"06";"2015-06"
2015-07-07 06:53:08;"50";14.902;37.981;5.98;259.718186673735;"2015";"07";"2015-07"
2015-07-15 06:51:49;"50";14.75;37.977;5.94;257.973190440658;"2015";"07";"2015-07"
2015-07-21 06:33:57;"50";15.275;37.953;6.14;266.69463252684;"2015";"07";"2015-07"
2015-07-28 14:23:00;"50";15.297;37.938;6.3;273.648744085972;"2015";"07";"2015-07"
2015-08-04 06:50:07;"50";15.12;37.966;6;260.602189867811;"2015";"08";"2015-08"
2015-08-11 06:40:31;"50";14.959;37.975;5.99;260.156908579821;"2015";"08";"2015-08"
2015-08-18 09:00:00;"50";15.3928986403843;37.963;6.1;264.962150165337;"2015";"08";"2015-08"
2015-08-25 07:29:10;"50";15.539;37.951;6.21;269.751374249998;"2015";"08";"2015-08"
2015-09-01 06:52:56;"50";15.389;37.96;6.01;261.053233984418;"2015";"09";"2015-09"
2015-09-08 06:53:02;"50";15.456;37.961;6.03;261.925674127642;"2015";"09";"2015-09"
2015-09-15 07:09:42;"50";15.531;37.99;6.1;264.964942301038;"2015";"09";"2015-09"
2015-09-22 06:45:18;"50";17.482;37.976;6.23;270.737104432877;"2015";"09";"2015-09"
2015-09-29 06:37:01;"50";21.662;38.39;5.1;221.801293420428;"2015";"09";"2015-09"
2015-10-06 06:45:49;"50";19.609;38.333;5.32;231.252335286074;"2015";"10";"2015-10"
2015-10-13 07:06:08;"50";20.191;38.326;5.08;220.854565127832;"2015";"10";"2015-10"
2015-10-20 06:44:56;"50";20.099;38.347;4.83;209.977382408583;"2015";"10";"2015-10"
2015-10-27 07:46:37;"50";18.841;38.295;5.18;225.12898397152;"2015";"10";"2015-10"
2015-11-03 08:18:13;"50";18.158;38.266;5.37;233.351931725192;"2015";"11";"2015-11"
2015-11-10 08:00:00;"50";18.2898594006759;38.263;4.92;213.804740908928;"2015";"11";"2015-11"
2015-11-17 08:25:48;"50";18.325;38.26;5.31;230.755202232053;"2015";"11";"2015-11"
2015-11-24 08:11:43;"50";18.028;38.26;5.29;229.869235631779;"2015";"11";"2015-11"
2015-12-01 08:17:45;"50";16.909;38.24;5.33;231.548491496406;"2015";"12";"2015-12"
2015-12-08 08:38:39;"50";17.014;38.247;5.37;233.290758123722;"2015";"12";"2015-12"
2015-12-15 08:08:27;"50";16.457;38.232;5.31;230.656632683376;"2015";"12";"2015-12"
2015-12-22 08:18:29;"50";16.34;38.227;5.41;234.99496390266;"2015";"12";"2015-12"
2016-01-05 08:16:26;"50";15.622;38.211;5.44;236.262251664328;"2016";"01";"2016-01"
2016-01-13 08:27:05;"50";13.991;38.354;4.62;200.556399932435;"2016";"01";"2016-01"
2016-01-19 07:59:26;"50";14.434;38.222;5.52;239.672186515574;"2016";"01";"2016-01"
2016-01-26 08:02:53;"50";14.286;38.209;5.53;240.101129308168;"2016";"01";"2016-01"
2016-02-02 12:55:59;"50";14.12;38.197;4.63;201.019727605163;"2016";"02";"2016-02"
2016-02-09 08:33:59;"50";14.065;38.184;5.71;247.909403143894;"2016";"02";"2016-02"
2016-02-16 08:42:26;"50";13.896;38.198;5.68;246.595540334085;"2016";"02";"2016-02"
2016-02-23 08:19:24;"50";13.834;38.183;5.66;245.726833736662;"2016";"02";"2016-02"
2016-03-01 08:00:39;"50";13.533;37.888;5.85;254.016202336658;"2016";"03";"2016-03"
2016-03-09 08:21:22;"50";13.559;38.003;5.83;253.127191716241;"2016";"03";"2016-03"
2016-03-15 08:38:43;"50";13.553;37.924;5.87;254.878769245361;"2016";"03";"2016-03"
2016-03-22 07:53:24;"50";13.621;37.998;5.78;250.960446931781;"2016";"03";"2016-03"
2016-03-29 06:50:17;"50";13.755;38.079;5.86;254.425495138688;"2016";"03";"2016-03"
2016-04-05 07:19:10;"50";14.277;38.093;6.08;264.003518397183;"2016";"04";"2016-04"
2016-04-12 06:55:45;"50";14.444;38.14;5.7;247.503375391814;"2016";"04";"2016-04"
2016-04-19 07:43:46;"50";14.397;38.155;5.65;245.327056934436;"2016";"04";"2016-04"
2016-04-25 08:07:41;"50";15.256;38.085;5.95;258.41517226942;"2016";"04";"2016-04"
2016-05-03 07:05:13;"50";15.627;38.118;5.69;247.137409250673;"2016";"05";"2016-05"
2016-05-10 07:22:11;"50";16.163;38.115;5.7;247.602425182276;"2016";"05";"2016-05"
2016-05-17 07:00:23;"50";15.912;38.131;5.67;246.282192182129;"2016";"05";"2016-05"
2016-05-24 07:04:27;"50";14.693;38.2;5.52;239.689527382913;"2016";"05";"2016-05"
2016-06-01 07:36:00;"50";15.472;38.128;5.65;245.389702477264;"2016";"06";"2016-06"
2016-06-07 07:14:42;"50";15.92;38.11;5.7;247.589620307917;"2016";"06";"2016-06"
2016-06-14 06:40:42;"50";15.667;38.122;5.79;251.482280456209;"2016";"06";"2016-06"
2016-06-21 06:45:32;"50";16.342;38.111;5.76;250.219820559344;"2016";"06";"2016-06"
2016-06-28 07:00:20;"50";16.858;38.137;5.88;255.458480665467;"2016";"06";"2016-06"
2016-07-05 06:59:59;"50";16.395;38.135;5.82;252.824828682702;"2016";"07";"2016-07"
2016-07-12 07:17:44;"50";16.23;38.123;5.79;251.514298561164;"2016";"07";"2016-07"
2016-07-19 07:00:55;"50";16.304;38.126;5.75;249.780415079468;"2016";"07";"2016-07"
2016-07-26 07:06:36;"50";16.007;38.119;5.78;251.06783948792;"2016";"07";"2016-07"
2016-08-02 07:29:00;"50";15.568;38.094;5.8;251.916309882122;"2016";"08";"2016-08"
2016-08-16 07:29:00;"50";15.096;38.116;5.71;247.977174204411;"2016";"08";"2016-08"
2016-08-23 07:29:00;"50";17.088;38.035;6.08;264.18205194578;"2016";"08";"2016-08"
2016-08-31 07:29:00;"50";15.617;38.072;5.97;259.307193371526;"2016";"08";"2016-08"
2016-09-06 08:31:02;"50";15.755;38.082;5.88;255.404058461114;"2016";"09";"2016-09"
2016-09-13 07:31:49;"50";15.539;38.073;6.54;284.059986561275;"2016";"09";"2016-09"
2016-09-20 08:46:41;"50";16.51;38.042;5.91;256.759214498896;"2016";"09";"2016-09"
2016-09-27 09:15:18;"50";16.27;38.042;5.92;257.179396195919;"2016";"09";"2016-09"
2016-10-04 08:46:04;"50";19.74;38.06;5.63;244.785600300956;"2016";"10";"2016-10"
2016-10-11 08:20:15;"50";21.654;38.277;5.26;228.778440854307;"2016";"10";"2016-10"
2016-10-18 09:06:27;"50";19.384;38.188;5.37;233.437442966405;"2016";"10";"2016-10"
2016-10-26 09:06:22;"50";19.453;38.207;5.31;230.830025556424;"2016";"10";"2016-10"
2016-11-02 10:11:16;"50";19.357;38.192;5.35;232.565727649797;"2016";"11";"2016-11"
2016-11-08 09:56:51;"50";16.552;38.091;5.44;236.333758728111;"2016";"11";"2016-11"
2016-11-15 10:04:21;"50";17.927;38.225;5.35;232.476774095826;"2016";"11";"2016-11"
2016-11-22 09:52:06;"50";17.281;38.191;5.35;232.446386302185;"2016";"11";"2016-11"
2016-11-30 09:46:16;"50";17.394;38.18;5.44;236.365037299547;"2016";"11";"2016-11"
2016-12-06 10:19:44;"50";17.038;38.202;5.34;231.996585332983;"2016";"12";"2016-12"
2016-12-13 10:06:50;"50";16.652;38.183;5.41;235.019738614326;"2016";"12";"2016-12"
2016-12-21 10:40:05;"50";16.248;38.197;5.45;236.732748071421;"2016";"12";"2016-12"
2016-12-27 09:00:00;"50";15.7655672207779;38.165;5.32;231.066031390547;"2016";"12";"2016-12"
2017-01-03 09:54:58;"50";15.702;38.133;5.19;225.421857363204;"2017";"01";"2017-01"
2017-01-10 07:34:24;"50";15.281;38.166;5.55;241.029402863244;"2017";"01";"2017-01"
2017-01-17 07:50:07;"50";14.644;38.172;5.55;240.994704432896;"2017";"01";"2017-01"
2017-01-24 08:12:14;"50";14.072;38.2;5.59;242.696834351209;"2017";"01";"2017-01"
2017-01-31 08:13:21;"50";13.917;38.203;5.59;242.688371404473;"2017";"01";"2017-01"
2017-02-07 08:08:14;"50";13.886;38.222;5.53;240.078493247246;"2017";"02";"2017-02"
2017-02-14 07:52:43;"50";13.734;38.212;5.63;244.413960559576;"2017";"02";"2017-02"
2017-02-21 07:54:01;"50";13.829;38.251;5.54;240.504511751313;"2017";"02";"2017-02"
2017-02-28 09:00:00;"50";13.7951740786816;38.2405;5.595;242.892396444989;"2017";"02";"2017-02"
2017-03-01 07:31:30;"50";13.8;38.23;5.65;245.282265017003;"2017";"03";"2017-03"
2017-03-07 07:51:33;"50";13.741;38.257;5.65;245.274261059592;"2017";"03";"2017-03"
2017-03-14 08:34:34;"50";13.935;38.219;5.85;253.974102676876;"2017";"03";"2017-03"
2017-03-21 08:01:35;"50";14.019;38.174;5.85;253.987191039046;"2017";"03";"2017-03"
2017-03-28 06:56:31;"50";14.087;38.162;5.82;252.69059811818;"2017";"03";"2017-03"
2017-04-04 08:15:28;"50";14.392;38.077;5.89;255.762758531062;"2017";"04";"2017-04"
2017-04-11 06:54:59;"50";14.32;38.096;5.83;253.149857294991;"2017";"04";"2017-04"
2017-04-18 06:54:23;"50";14.401;38.094;5.82;252.720388465039;"2017";"04";"2017-04"
2017-04-25 06:50:24;"50";14.432;38.121;5.81;252.282712238482;"2017";"04";"2017-04"
2017-05-02 06:51:55;"50";14.965;38.085;5.81;252.31865350537;"2017";"05";"2017-05"
2017-05-09 06:52:07;"50";14.866;38.101;5.57;241.887714313859;"2017";"05";"2017-05"
2017-05-16 06:50:53;"50";14.685;38.111;5.46;237.099654908313;"2017";"05";"2017-05"
2017-05-23 07:03:22;"50";15.073;38.096;5.83;253.191125496787;"2017";"05";"2017-05"
2017-05-30 06:54:31;"50";14.407;38.141;5.65;245.330164774466;"2017";"05";"2017-05"
2017-06-06 07:05:15;"50";14.772;38.11;5.83;253.171812742158;"2017";"06";"2017-06"
2017-06-14 06:59:34;"50";14.456;38.135;5.72;248.37338102244;"2017";"06";"2017-06"
2017-06-20 08:30:46;"50";15.21;38.012;5.96;258.86103665854;"2017";"06";"2017-06"
2017-06-27 07:01:10;"50";15.923;38.072;5.99;260.193874626628;"2017";"06";"2017-06"
2017-07-04 06:51:05;"50";15.018;38.118;5.77;250.578218589265;"2017";"07";"2017-07"
2017-07-11 06:56:21;"50";14.961;38.134;5.58;242.321004161455;"2017";"07";"2017-07"
2017-07-18 06:47:21;"50";14.829;38.141;5.73;248.826531038861;"2017";"07";"2017-07"
2017-07-25 06:53:01;"50";15.671;38.068;5.83;253.230120632458;"2017";"07";"2017-07"
2017-08-01 06:45:45;"50";15.354;38.082;5.88;255.381120040039;"2017";"08";"2017-08"
2017-08-07 06:54:12;"50";15.75;38.07;5.94;258.012253032911;"2017";"08";"2017-08"
2017-08-23 12:13:28;"50";14.924;38.05;5.58;242.334334506319;"2017";"08";"2017-08"
2017-08-29 06:54:26;"50";15.152;38.046;5.69;247.124639332276;"2017";"08";"2017-08"
2017-09-05 06:51:26;"50";15.584;37.965;4.89;212.412826550818;"2017";"09";"2017-09"
2017-09-13 06:59:17;"50";16.634;37.933;6.07;263.739523939481;"2017";"09";"2017-09"
2017-09-19 06:55:40;"50";14.718;38.1;5.43;235.800543908262;"2017";"09";"2017-09"
2017-09-26 07:49:41;"50";15.945;38.017;5.53;240.223480262856;"2017";"09";"2017-09"
2017-10-03 07:03:41;"50";15.94;37.962;5.81;252.396814002825;"2017";"10";"2017-10"
2017-10-10 06:57:04;"50";16.197;37.981;5.7;247.629217523754;"2017";"10";"2017-10"
2017-10-17 07:07:37;"50";15.897;38.031;5.56;241.521514384835;"2017";"10";"2017-10"
2017-10-24 06:51:01;"50";16.512;38.052;5.58;242.420702921618;"2017";"10";"2017-10"
2017-10-31 07:51:27;"50";16.888;38.127;5.57;241.993951134722;"2017";"10";"2017-10"
2017-11-07 08:06:13;"50";18.997;38.271;5.27;229.053618360968;"2017";"11";"2017-11"
2017-11-14 08:02:12;"50";17.724;38.217;5.31;230.728600622881;"2017";"11";"2017-11"
2017-11-21 08:08:21;"50";16.537;38.185;5.48;238.053921491673;"2017";"11";"2017-11"
2017-11-28 07:53:49;"50";16.787;38.216;5.46;237.193465501246;"2017";"11";"2017-11"
2017-12-04 07:52:15;"50";16.263;38.206;5.49;238.469451820068;"2017";"12";"2017-12"
2017-12-13 07:32:03;"50";14.809;38.225;5.26;228.401265547121;"2017";"12";"2017-12"
2017-12-19 07:57:31;"50";14.617;38.187;4.95;214.937545741042;"2017";"12";"2017-12"
2017-12-26 09:00:00;"50";14.6786470806884;38.195;5.365;232.959266303764;"2017";"12";"2017-12"
2018-01-03 08:00:19;"50";14.316;38.203;5.78;250.958348085339;"2018";"01";"2018-01"
2018-01-10 08:04:01;"50";14.091;38.173;5.59;242.702739483549;"2018";"01";"2018-01"
2018-01-18 08:18:36;"50";13.907;38.255;5.53;240.073585447513;"2018";"01";"2018-01"
2018-01-23 07:47:54;"50";13.888;38.271;5.44;236.162635002764;"2018";"01";"2018-01"
2018-01-30 08:06:51;"50";13.837;38.274;5.52;239.632515238401;"2018";"01";"2018-01"
2018-02-07 07:52:38;"50";13.766;38.303;5.55;240.9260325762;"2018";"02";"2018-02"
2018-02-13 08:02:18;"50";13.607;38.335;4.97;215.735847668606;"2018";"02";"2018-02"
2018-02-19 09:23:04;"50";13.532;38.305;4.56;197.940129309665;"2018";"02";"2018-02"
2018-02-27 07:46:03;"50";13.424;38.337;5.6;243.073100928768;"2018";"02";"2018-02"
2018-03-07 07:43:42;"50";13.286;38.297;5.17;224.408981449762;"2018";"03";"2018-03"
2018-03-14 08:17:43;"50";13.376;38.309;3.8;164.944316980119;"2018";"03";"2018-03"
2018-03-20 07:54:19;"50";13.704;38.255;5.66;245.706853418894;"2018";"03";"2018-03"
2018-03-27 06:58:06;"50";13.492;38.13;5.66;245.719218132914;"2018";"03";"2018-03"
2018-04-04 07:17:08;"50";13.675;38.155;5.73;248.762868799322;"2018";"04";"2018-04"
2018-04-10 09:00:00;"50";13.8500177492329;38.141;5.69;247.037911888088;"2018";"04";"2018-04"
2018-04-17 06:40:30;"50";13.834;38.127;5.65;245.303030676905;"2018";"04";"2018-04"
2018-04-24 06:35:55;"50";14.252;38.124;5.77;250.535638006963;"2018";"04";"2018-04"
2018-05-02 07:32:21;"50";14.697;38.147;5.72;248.384039374078;"2018";"05";"2018-05"
2018-05-07 07:35:47;"50";15.124;38.15;4.72;204.978913392904;"2018";"05";"2018-05"
2018-05-14 06:49:37;"50";14.555;38.206;4.97;215.800012449238;"2018";"05";"2018-05"
2018-05-22 06:34:08;"50";15.502;38.118;5.7;247.564809887491;"2018";"05";"2018-05"
2018-05-29 06:45:26;"50";14.474;38.201;4.85;210.586672940207;"2018";"05";"2018-05"
2018-06-04 06:50:04;"50";14.407;38.222;5.49;238.368241465336;"2018";"06";"2018-06"
2018-06-12 07:37:15;"50";14.818;38.178;5.84;253.59564818387;"2018";"06";"2018-06"
2018-06-19 07:21:17;"50";14.464;38.187;5.57;241.85105125967;"2018";"06";"2018-06"
2018-06-26 07:05:58;"50";14.913;38.17;5.87;254.905178891969;"2018";"06";"2018-06"
2018-07-03 07:23:19;"50";15.102;38.163;5.9;256.219899097411;"2018";"07";"2018-07"
2018-07-10 07:46:43;"50";14.685;38.183;5.81;252.284698231204;"2018";"07";"2018-07"
2018-07-17 07:15:22;"50";15.05;38.153;5.74;249.27058416697;"2018";"07";"2018-07"
2018-07-24 07:17:28;"50";15.035;38.135;5.85;254.050144038658;"2018";"07";"2018-07"
2018-07-31 07:29:44;"50";15.034;38.157;5.86;254.480157205978;"2018";"07";"2018-07"
2018-08-07 06:55:03;"50";14.936;38.143;5.82;252.740321986141;"2018";"08";"2018-08"
2018-08-14 09:00:00;"50";15.5292129788517;38.114;5.92;257.122279760831;"2018";"08";"2018-08"
2018-08-21 06:56:02;"50";15.968;38.085;6.02;261.497143083238;"2018";"08";"2018-08"
2018-08-28 06:51:50;"50";16.194;38.086;6.29;273.239328434045;"2018";"08";"2018-08"
2018-09-04 06:49:27;"50";15.288;38.08;5.86;254.509130691721;"2018";"09";"2018-09"
2018-09-11 07:12:18;"50";15.146;38.08;5.78;251.026724310855;"2018";"09";"2018-09"
2018-09-17 07:20:12;"50";15.34;38.08;5.93;257.552313725299;"2018";"09";"2018-09"
2018-09-26 07:43:19;"50";24.73;38.406;4.8;208.935486984946;"2018";"09";"2018-09"
2018-10-02 07:23:55;"50";16.5;38.088;5.81;252.405446823027;"2018";"10";"2018-10"
2018-10-09 06:51:44;"50";20.81;38.343;5.16;224.366641132265;"2018";"10";"2018-10"
2018-10-16 07:13:59;"50";21.501;38.333;5.03;218.756554640794;"2018";"10";"2018-10"
