"datetime";"depth";"temperature";"salinity"
2001-09-26;"50";17.86;38.042
2001-10-03;"0";21.039;38.182
2001-10-03;"50";18.485;38.129
2001-10-10;"0";21.179;38.148
2001-10-10;"50";20.603;38.213
2001-10-17;"0";20.965;38.12
2001-10-17;"50";17.84;38.124
2001-10-24;"0";20.716;38.147
2001-10-24;"50";19.223;38.1
2001-10-31;"0";23.316;38.006
2001-10-31;"50";15.931;38.023
2001-11-07;"0";19.767;38.102
2001-11-07;"50";19.577;38.088
2001-11-14;"0";18.195;38.033
2001-11-14;"50";18.238;38.092
2001-11-21;"0";17.219;38.051
2001-11-21;"50";17.05;38.058
2001-11-28;"0";16.91;38.046
2001-11-28;"50";16.929;38.056
2001-12-05;"0";16.793;38.083
2001-12-05;"50";16.796;38.084
2001-12-12;"0";16.374;38.088
2001-12-12;"50";15.808;38.065
2001-12-19;"0";15.371;38.074
2001-12-19;"50";15.408;38.073
2001-12-26;"0";14.922;38.099
2001-12-26;"50";14.947;38.101
2002-01-02;"0";14.393;38.125
2002-01-02;"50";14.405;38.131
2002-01-09;"0";14.026;38.168
2002-01-09;"50";14.038;38.167
2002-01-16;"0";13.829;38.192
2002-01-16;"50";13.867;38.192
2002-01-23;"0";13.712;38.209
2002-01-23;"50";13.625;38.195
2002-01-30;"0";13.6;38.172
2002-01-30;"50";13.57;38.176
2002-02-07;"0";13.345;37.985
2002-02-07;"50";13.382;38.09
2002-02-13;"0";13.327;38.017
2002-02-13;"50";13.363;38.072
2002-02-20;"0";13.074;37.899
2002-02-20;"50";13.387;38.097
2002-03-01;"0";13.122;38.069
2002-03-01;"50";13.31;38.102
2002-03-08;"0";13.644;38.027
2002-03-08;"50";13.24;38.039
2002-04-04;"0";14.224;38.003
2002-04-04;"50";13.788;38.004
2002-04-10;"0";13.822;37.982
2002-04-10;"50";13.836;37.979
2002-04-18;"0";14.612;37.94
2002-04-18;"50";13.726;38
2002-04-24;"0";15.063;37.852
2002-04-24;"50";13.731;38
2002-04-30;"0";15.797;37.932
2002-04-30;"50";14.555;37.952
2002-05-07;"0";16.185;37.528
2002-05-07;"50";15.68;37.838
2002-05-15;"0";18.028;37.33
2002-05-15;"50";14.28;37.983
2002-05-22;"0";19.718;37.439
2002-05-22;"50";14.329;38.007
2002-05-28;"0";18.612;37.658
2002-05-28;"50";14.648;37.966
2002-06-05;"0";20.171;37.668
2002-06-05;"50";15.408;37.955
2002-06-12;"0";19.982;37.633
2002-06-12;"50";15.66;37.887
2002-06-19;"0";21.49;37.457
2002-06-19;"50";14.665;37.904
2002-06-26;"0";25.403;37.504
2002-06-26;"50";14.864;37.86
2002-07-02;"0";23.905;37.717
2002-07-02;"50";14.925;37.902
2002-07-10;"0";22.715;37.766
2002-07-10;"50";14.835;37.882
2002-07-18;"0";23.942;37.642
2002-07-18;"50";15.241;37.863
2002-07-24;"0";25.045;37.668
2002-07-24;"50";15.447;37.827
2002-07-31;"0";24.989;37.615
2002-07-31;"50";14.364;37.924
2002-08-07;"0";23.199;37.826
2002-08-07;"50";16.16;37.739
2002-08-14;"0";23.62;37.779
2002-08-14;"50";14.963;37.884
2002-08-21;"0";24.363;37.764
2002-08-21;"50";15.77;37.818
2002-08-28;"0";24.202;37.706
2002-08-28;"50";15.012;37.845
2002-09-04;"0";23.6;37.666
2002-09-04;"50";15.777;38.166
2002-09-11;"0";23.19;37.83
2002-09-11;"50";16.157;38.025
2002-10-02;"0";21.635;37.854
2002-10-02;"50";15.605;37.794
2002-10-09;"0";21.015;37.866
2002-10-09;"50";16.976;37.769
2002-10-16;"0";20.562;37.77
2002-10-16;"50";17.632;37.858
2002-10-25;"0";19.679;37.73
2002-10-25;"50";19.63;37.732
2002-10-30;"0";19.487;37.753
2002-10-30;"50";18.606;37.735
2002-11-06;"0";18.735;37.794
2002-11-06;"50";18.117;37.819
2002-11-13;"0";17.8;37.79
2002-11-13;"50";17.863;37.84
2002-11-20;"0";17.647;37.739
2002-11-20;"50";17.647;37.736
2002-11-27;"0";17.537;37.625
2002-11-27;"50";17.53;37.711
2002-12-04;"0";17.209;37.685
2002-12-04;"50";17.365;37.821
2002-12-13;"0";15.969;37.827
2002-12-13;"50";15.953;37.849
2002-12-18;"0";15.824;37.86
2002-12-18;"50";15.834;37.863
2002-12-23;"0";15.617;37.89
2002-12-23;"50";15.648;37.914
2002-12-30;"0";15.314;37.786
2002-12-30;"50";15.451;37.862
2003-01-09;"0";14.866;37.939
2003-01-09;"50";14.93;37.943
2003-01-15;"0";14.512;37.917
2003-01-15;"50";14.527;37.925
2003-01-23;"0";13.948;37.843
2003-01-23;"50";14.086;37.88
2003-01-30;"0";13.941;37.919
2003-01-30;"50";13.93;37.919
2003-02-05;"0";13.658;37.962
2003-02-05;"50";13.583;37.978
2003-02-12;"0";13.447;37.981
2003-02-12;"50";13.454;37.983
2003-02-19;"0";13.252;38.118
2003-02-19;"50";13.244;38.117
2003-02-28;"0";13.128;38.121
2003-02-28;"50";13.111;38.124
2003-03-05;"0";13.296;38.112
2003-03-05;"50";13.152;38.114
2003-03-12;"0";13.663;38.093
2003-03-12;"50";13.192;38.128
2003-03-19;"0";13.52;38.121
2003-03-19;"50";13.325;38.143
2003-03-26;"0";14.07;38.071
2003-03-26;"50";13.451;38.136
2003-04-02;"0";13.619;38.126
2003-04-02;"50";13.569;38.13
2003-04-10;"0";13.37;38
2003-04-10;"50";13.473;38.118
2003-04-16;"0";13.777;38.019
2003-04-16;"50";13.618;38.046
2003-04-24;"0";14.648;37.959
2003-04-24;"50";13.632;38.079
2003-04-30;"0";15.822;37.842
2003-04-30;"50";14.499;37.944
2003-05-07;"0";16.742;37.852
2003-05-07;"50";16.351;37.87
2003-05-14;"0";19.43;37.463
2003-05-14;"50";14.146;38.055
2003-05-21;"0";19.268;37.669
2003-05-21;"50";14.145;38.039
2003-05-27;"0";18.7;37.835
2003-05-27;"50";14.303;38.057
2003-06-04;"0";21.096;37.634
2003-06-04;"50";14.151;38.057
2003-06-11;"0";23.929;37.779
2003-06-11;"50";14.186;38.052
2003-06-18;"0";25.379;37.721
2003-06-18;"50";14.428;38.002
2003-06-25;"0";25.93;37.955
2003-06-25;"50";14.287;38.027
2003-07-04;"0";18.681;37.938
2003-07-04;"50";14.283;38.05
2003-07-09;"0";25.675;38.136
2003-07-09;"50";14.367;38.053
2003-07-16;"0";26.454;38.139
2003-07-16;"50";14.897;38.026
2003-07-23;"0";26.85;38.083
2003-07-23;"50";14.473;38.05
2003-07-30;"0";26.869;38.135
2003-07-30;"50";14.372;38.075
2003-08-06;"0";27.003;38.124
2003-08-06;"50";14.715;38.053
2003-08-13;"0";27.718;38.182
2003-08-13;"50";15.242;38.001
2003-08-20;"0";27.972;38.204
2003-08-20;"50";15.274;37.978
2003-08-27;"0";27.608;38.175
2003-08-27;"50";14.99;37.991
2003-09-03;"0";24.788;38.174
2003-09-03;"50";14.978;38.016
2003-09-10;"0";23.398;38.186
2003-09-10;"50";14.922;38.016
2003-09-18;"0";23.071;38.211
2003-09-18;"50";15.064;38.005
2003-09-23;"0";22.816;38.201
2003-09-23;"50";15.574;37.996
2003-09-30;"0";22.356;38.21
2003-09-30;"50";16.166;37.927
2003-10-09;"0";20.286;38.164
2003-10-09;"50";16.149;38.011
2003-10-14;"0";20.852;38.219
2003-10-14;"50";15.804;37.992
2003-10-22;"0";18.19;38.13
2003-10-22;"50";17.095;38.137
2003-10-28;"0";17.945;38.17
2003-10-28;"50";17.841;38.169
2003-11-04;"0";17.058;37.975
2003-11-04;"50";17.112;38.039
2003-11-12;"0";16.834;38.058
2003-11-12;"50";16.859;38.067
2003-11-18;"0";16.589;38.015
2003-11-18;"50";16.693;38.071
2003-11-25;"0";16.77;38.013
2003-11-25;"50";16.804;38.026
2003-12-05;"0";16.496;37.965
2003-12-05;"50";16.555;37.973
2003-12-08;"0";16.498;37.996
2003-12-08;"50";16.509;37.994
2003-12-17;"0";16.038;37.983
2003-12-17;"50";16.045;37.996
2003-12-22;"0";15.756;38.01
2003-12-22;"50";15.738;38.02
2003-12-29;"50";14.989;38.083
2004-01-06;"0";14.663;37.986
2004-01-06;"50";14.717;38.043
2004-01-16;"0";14.301;38.028
2004-01-16;"50";14.328;38.052
2004-01-20;"0";14.053;38.056
2004-01-20;"50";14.07;38.064
2004-01-30;"0";13.71;38.064
2004-01-30;"50";13.718;38.072
2004-02-03;"0";13.578;38.079
2004-02-03;"50";13.606;38.104
2004-02-10;"0";13.446;38.144
2004-02-10;"50";13.375;38.13
2004-02-17;"0";13.388;38.097
2004-02-17;"50";13.395;38.106
2004-02-25;"0";13.317;38.112
2004-02-25;"50";13.343;38.124
2004-03-02;"0";13.153;38.129
2004-03-02;"50";13.154;38.13
2004-03-09;"0";13.011;38.114
2004-03-09;"50";13.036;38.143
2004-03-17;"0";13.227;38.1
2004-03-17;"50";13.017;38.118
2004-03-22;"0";13.52;37.947
2004-03-22;"50";13.142;38.041
2004-03-31;"0";13.072;37.873
2004-03-31;"50";13.174;38.124
2004-04-06;"0";13.54;37.824
2004-04-06;"50";13.223;37.991
2004-04-14;"0";13.834;37.833
2004-04-14;"50";13.348;38.024
2004-04-21;"0";14.112;37.912
2004-04-21;"50";13.49;38.08
2004-04-28;"0";15.067;37.949
2004-04-28;"50";13.639;38.063
2004-05-04;"0";14.96;37.812
2004-05-04;"50";14.379;37.968
2004-05-11;"0";15.779;37.753
2004-05-11;"50";14.389;38.021
2004-05-18;"0";17.049;37.562
2004-05-18;"50";14.42;38.012
2004-05-25;"0";17.719;37.388
2004-05-25;"50";14.325;38.065
2004-06-01;"0";19.095;37.756
2004-06-01;"50";14.405;38.097
2004-06-08;"0";20.615;37.798
2004-06-08;"50";14.588;38.09
2004-06-15;"0";19.791;37.88
2004-06-15;"50";14.992;38.072
2004-06-22;"0";20.379;37.931
2004-06-22;"50";14.024;38.102
2004-06-29;"0";23.249;37.996
2004-06-29;"50";14.558;38.064
2004-07-06;"0";24.273;37.968
2004-07-06;"50";14.823;38.07
2004-08-03;"0";25.12;38.208
2004-08-03;"50";15.03;38.068
2004-08-10;"0";25.404;38.236
2004-08-10;"50";15.333;37.988
2004-08-17;"0";25.051;38.252
2004-08-17;"50";14.987;37.995
2004-08-24;"0";24.685;38.292
2004-08-24;"50";14.217;38.084
2004-08-31;"0";24.286;38.266
2004-08-31;"50";14.494;38.046
2004-09-07;"0";24.5;38.31
2004-09-07;"50";15.347;38.057
2004-09-14;"0";24.016;38.341
2004-09-14;"50";14.997;38.099
2004-09-21;"0";23.148;38.331
2004-09-21;"50";15.565;38.161
2004-09-28;"0";22.306;38.293
2004-09-28;"50";14.635;38.07
2004-10-05;"0";22.027;38.31
2004-10-05;"50";15.613;38.104
2004-10-20;"0";19.785;38.283
2004-10-20;"50";16.057;38.082
2004-11-02;"0";19.413;38.018
2004-11-02;"50";19.819;38.237
2004-11-09;"0";19.583;38.162
2004-11-09;"50";19.442;38.156
2004-11-23;"0";17.445;38.158
2004-11-23;"50";16.709;38.169
2004-11-30;"0";16.826;38.031
2004-11-30;"50";17.231;38.194
2004-12-07;"0";16.689;38.149
2004-12-07;"50";16.451;38.15
2004-12-14;"0";16.164;38.144
2004-12-14;"50";16.174;38.147
2004-12-21;"0";15.895;38.138
2004-12-21;"50";15.915;38.142
2004-12-28;"0";15.41;38.092
2004-12-28;"50";15.449;38.097
2005-01-04;"0";15.05;38.083
2005-01-04;"50";15.056;38.101
2005-01-11;"0";14.779;38.062
2005-01-11;"50";14.804;38.061
2005-01-21;"0";14.391;38.053
2005-01-21;"50";14.39;38.059
2005-02-01;"0";13.463;38.143
2005-02-01;"50";13.48;38.157
2005-02-08;"0";13.295;38.169
2005-02-08;"50";13.295;38.169
2005-02-15;"0";13.212;38.199
2005-02-15;"50";13.227;38.197
2005-02-23;"0";13.023;38.193
2005-02-23;"50";13.161;38.241
2005-03-01;"0";12.972;38.263
2005-03-01;"50";12.992;38.26
2005-03-07;"0";12.805;38.24
2005-03-07;"50";12.809;38.24
2005-03-15;"0";13.041;38.252
2005-03-15;"50";12.835;38.256
2005-03-22;"0";14.124;38.23
2005-03-22;"50";12.827;38.265
2005-03-29;"0";14.26;38.182
2005-03-29;"50";13.417;38.256
2005-04-05;"0";13.949;38.147
2005-04-05;"50";13.743;38.179
2005-04-12;"0";13.714;38.165
2005-04-12;"50";13.566;38.181
2005-04-19;"0";14.038;38.133
2005-04-19;"50";13.483;38.188
2005-04-26;"0";14.269;38.103
2005-04-26;"50";13.851;38.155
2005-05-03;"0";16.941;37.967
2005-05-03;"50";14.164;38.115
2005-05-10;"0";17.779;37.72
2005-05-10;"50";14.516;38.04
2005-05-17;"0";18.206;37.846
2005-05-17;"50";14.69;38.167
2005-05-24;"0";18.751;37.815
2005-05-24;"50";14.658;38.106
2005-05-31;"0";20.803;37.985
2005-05-31;"50";14.406;38.159
2005-06-07;"0";21.794;38.036
2005-06-07;"50";14.399;38.188
2005-06-15;"0";20.212;38.215
2005-06-15;"50";15.067;38.188
2005-06-28;"0";24.335;38.209
2005-06-28;"50";14.93;38.204
2005-07-06;"0";23.017;38.24
2005-07-06;"50";14.097;38.23
2005-07-12;"0";23.217;38.238
2005-07-12;"50";14.063;38.234
2005-07-19;"0";24.584;38.253
2005-07-19;"50";14.33;38.215
2005-07-26;"0";25.418;38.379
2005-07-26;"50";15.218;38.17
2005-08-02;"0";26.179;38.414
2005-08-02;"50";15.717;38.162
2005-08-09;"0";24.908;38.476
2005-08-09;"50";14.442;38.16
2005-08-16;"0";24.265;38.46
2005-08-16;"50";16.093;38.13
2005-08-23;"0";24.026;38.408
2005-08-23;"50";15.397;38.123
2005-08-30;"0";24.334;38.451
2005-08-30;"50";15.552;38.129
2005-09-06;"0";24.237;38.393
2005-09-06;"50";14.562;38.155
2005-09-13;"0";22.755;38.277
2005-09-13;"50";15.033;38.16
2005-09-20;"0";22.981;38.347
2005-09-20;"50";17.15;38.169
2005-09-27;"0";22.697;38.419
2005-09-27;"50";15.125;38.136
2005-10-04;"0";21.473;38.33
2005-10-04;"50";15.699;38.066
2005-10-11;"0";20.715;38.382
2005-10-11;"50";19.855;38.325
2005-10-18;"0";20.32;38.387
2005-10-18;"50";20.143;38.383
2005-10-25;"0";19.989;38.318
2005-10-25;"50";19.187;38.323
2005-11-02;"0";19.772;38.274
2005-11-02;"50";19.644;38.33
2005-11-08;"0";19.633;38.284
2005-11-08;"50";19.575;38.284
2005-11-15;"0";19.165;38.238
2005-11-15;"50";19.193;38.242
2005-11-23;"0";18.086;38.237
2005-11-23;"50";18.136;38.233
2005-11-29;"0";16.95;38.261
2005-11-29;"50";16.956;38.263
2005-12-06;"0";16.452;38.218
2005-12-06;"50";16.483;38.223
2005-12-13;"0";15.683;38.178
2005-12-13;"50";15.436;38.186
2005-12-20;"0";14.712;38.112
2005-12-20;"50";14.72;38.12
2005-12-27;"0";14.151;38.149
2005-12-27;"50";14.145;38.151
2006-01-04;"0";13.951;38.193
2006-01-04;"50";13.955;38.195
2006-01-10;"0";13.661;38.211
2006-01-10;"50";13.668;38.213
2006-01-17;"0";13.274;38.187
2006-01-17;"50";13.315;38.206
2006-01-24;"0";13.206;38.203
2006-01-24;"50";13.23;38.201
2006-01-31;"0";12.864;38.122
2006-01-31;"50";12.89;38.172
2006-02-07;"0";12.754;38.122
2006-02-07;"50";12.793;38.132
2006-02-14;"0";12.777;38.183
2006-02-14;"50";12.786;38.186
2006-02-23;"0";12.736;38.249
2006-02-23;"50";12.75;38.253
2006-02-28;"0";12.673;38.222
2006-02-28;"50";12.744;38.245
2006-03-07;"0";12.61;38.215
2006-03-07;"50";12.793;38.293
2006-03-14;"0";12.704;38.296
2006-03-14;"50";12.694;38.294
2006-03-21;"0";12.508;38.179
2006-03-21;"50";12.45;38.185
2006-03-30;"0";12.785;38.163
2006-03-30;"50";12.593;38.205
2006-04-04;"0";13.449;38.076
2006-04-04;"50";12.747;38.145
2006-04-11;"0";14.17;37.919
2006-04-11;"50";12.959;38.188
2006-04-18;"0";14.526;38.035
2006-04-18;"50";13.47;38.197
2006-04-25;"0";15.377;38.081
2006-04-25;"50";13.604;38.188
2006-05-02;"0";16.401;38.062
2006-05-02;"50";13.846;38.235
2006-05-10;"0";17.033;38.146
2006-05-10;"50";13.939;38.242
2006-05-16;"0";18.093;38.128
2006-05-16;"50";13.998;38.242
2006-05-23;"0";18.484;38.065
2006-05-23;"50";15.15;38.199
2006-05-31;"0";20.428;38.05
2006-05-31;"50";13.766;38.25
2006-06-06;"0";18.766;38.192
2006-06-06;"50";14.043;38.233
2006-06-13;"0";20.303;38.192
2006-06-13;"50";13.82;38.241
2006-06-20;"0";20.49;38.251
2006-06-20;"50";14.844;38.219
2006-06-27;"0";22.666;38.27
2006-06-27;"50";14.891;38.208
2006-07-06;"0";24.384;38.25
2006-07-06;"50";14.481;38.205
2006-07-12;"0";25.148;38.309
2006-07-12;"50";14.929;38.201
2006-07-18;"0";26.161;38.312
2006-07-18;"50";15.355;38.208
2006-07-25;"0";27.337;38.232
2006-07-25;"50";14.809;38.207
2006-08-01;"0";27.611;38.324
2006-08-01;"50";15.353;38.194
2006-08-07;"0";23.216;38.267
2006-08-07;"50";14.566;38.201
2006-08-16;"0";23.674;38.389
2006-08-16;"50";15.168;38.18
2006-08-22;"0";23.915;38.317
2006-08-22;"50";16.067;38.194
2006-08-30;"0";23.203;38.363
2006-08-30;"50";14.38;38.179
2006-09-05;"0";23.313;38.413
2006-09-05;"50";14.419;38.19
2006-09-12;"0";23.48;38.434
2006-09-12;"50";15.079;38.191
2006-09-19;"0";22.494;38.048
2006-09-19;"50";15.794;38.194
2006-10-03;"0";22.449;38.164
2006-10-03;"50";17.44;38.269
2006-10-11;"0";21.67;38.228
2006-10-11;"50";20.398;38.27
2006-10-17;"0";21.207;38.325
2006-10-17;"50";20.765;38.303
2006-10-24;"0";20.606;38.289
2006-10-24;"50";20.57;38.302
2006-10-31;"0";20.595;38.23
2006-10-31;"50";20.54;38.27
2006-11-07;"0";19.792;38.274
2006-11-07;"50";19.674;38.291
2006-11-14;"0";19.433;38.302
2006-11-14;"50";19.408;38.295
2006-11-21;"0";19.012;38.248
2006-11-21;"50";18.999;38.259
2006-11-28;"0";18.527;38.189
2006-11-28;"50";18.526;38.188
2006-12-05;"0";18.097;38.176
2006-12-05;"50";17.79;38.175
2006-12-12;"0";17.516;38.075
2006-12-12;"50";17.525;38.071
2006-12-19;"0";17.106;38.116
2006-12-19;"50";17.116;38.115
2007-01-09;"0";15.463;38.161
2007-01-09;"50";15.495;38.172
2007-01-16;"0";15.447;38.209
2007-01-16;"50";15.458;38.217
2007-01-23;"0";15.422;38.239
2007-01-23;"50";15.442;38.245
2007-01-30;"0";14.95;38.183
2007-01-30;"50";14.961;38.183
2007-02-06;"0";14.748;38.165
2007-02-06;"50";14.761;38.177
2007-02-13;"0";14.494;38.144
2007-02-13;"50";14.509;38.148
2007-02-20;"0";14.267;38.099
2007-02-20;"50";14.286;38.113
2007-02-27;"0";14.171;38.127
2007-02-27;"50";14.181;38.128
2007-03-06;"0";14.591;38.055
2007-03-06;"50";14.385;38.067
2007-03-13;"0";14.362;38.005
2007-03-13;"50";14.34;38.034
2007-03-20;"0";14.242;38.034
2007-03-20;"50";14.143;38.14
2007-03-27;"0";14.031;38.09
2007-03-27;"50";13.983;38.091
2007-04-03;"0";14.104;38.079
2007-04-03;"50";13.98;38.088
2007-04-17;"0";15.772;38.005
2007-04-17;"50";15.009;38.027
2007-04-24;"0";18.039;37.87
2007-04-24;"50";14.847;38.019
2007-05-02;"0";18.395;37.723
2007-05-02;"50";14.654;38.071
2007-05-09;"0";18.821;37.332
2007-05-09;"50";15.1;37.978
2007-05-15;"0";19.997;37.537
2007-05-15;"50";15.051;37.879
2007-05-22;"0";20.447;37.455
2007-05-22;"50";14.823;37.977
2007-05-30;"0";17.1;37.82
2007-05-30;"50";14.768;37.994
2007-06-05;"0";20.23;37.71
2007-06-05;"50";15.698;37.916
2007-06-12;"0";21.493;37.558
2007-06-12;"50";14.811;37.978
2007-06-19;"0";21.691;37.585
2007-06-19;"50";16.019;37.886
2007-06-27;"0";19.729;37.745
2007-06-27;"50";15.002;37.997
2007-07-03;"0";22.708;37.769
2007-07-03;"50";15.686;37.953
2007-07-10;"0";22.095;37.814
2007-07-10;"50";14.616;38.005
2007-07-17;"0";22.9;37.878
2007-07-17;"50";15.175;37.931
2007-07-24;"0";22.587;37.947
2007-07-24;"50";15.83;37.922
2007-07-31;"0";24.798;37.947
2007-07-31;"50";16.67;37.903
2007-08-07;"0";25.096;37.895
2007-08-07;"50";16.134;37.899
2007-08-14;"0";23.449;37.969
2007-08-14;"50";15.171;37.916
2007-08-22;"0";23.445;38.072
2007-08-22;"50";15.445;37.859
2007-08-28;"0";24.087;37.997
2007-08-28;"50";15.354;37.864
2007-09-11;"0";22.578;38.095
2007-09-11;"50";16.831;37.857
2007-09-18;"0";22.812;38.175
2007-09-18;"50";16.593;37.869
2007-09-25;"0";22.025;38.168
2007-09-25;"50";15.699;37.899
2007-10-02;"0";21.252;38.14
2007-10-02;"50";18.051;37.928
2007-10-09;"0";21.329;38.14
2007-10-09;"50";15.868;37.859
2007-10-16;"0";20.723;38.128
2007-10-16;"50";18.236;37.926
2007-10-23;"0";19.175;38.099
2007-10-23;"50";18.475;38.073
2007-10-30;"0";20.723;38.086
2007-10-30;"50";18.236;38.078
2007-11-06;"0";19.175;38.061
2007-11-06;"50";18.475;38.073
2007-11-13;"0";17.639;38.071
2007-11-13;"50";17.658;38.071
2007-11-22;"0";16.629;38
2007-11-22;"50";16.638;38.032
2007-11-27;"0";16.303;38.116
2007-11-27;"50";16.272;38.163
2007-12-05;"0";15.784;38.096
2007-12-05;"50";15.775;38.125
2008-01-18;"0";13.736;37.988
2008-01-18;"50";13.939;38.083
2008-01-22;"0";13.727;37.968
2008-01-22;"50";13.937;38.059
2008-01-29;"0";13.77;38.043
2008-01-29;"50";13.826;38.081
2008-02-05;"0";13.618;38.033
2008-02-05;"50";13.717;38.064
2008-02-12;"0";13.577;38.04
2008-02-12;"50";13.599;38.042
2008-02-19;"0";13.451;38.106
2008-02-19;"50";13.45;38.105
2008-02-26;"0";13.489;38.088
2008-02-26;"50";13.451;38.117
2008-03-03;"0";13.733;38.085
2008-03-03;"50";13.607;38.084
2008-03-12;"0";13.387;38.037
2008-03-12;"50";13.375;38.089
2008-03-18;"0";13.663;38.091
2008-03-18;"50";13.396;38.099
2008-03-26;"0";13.492;38.079
2008-03-26;"50";13.429;38.08
2008-04-01;"0";13.688;38.069
2008-04-01;"50";13.563;38.066
2008-04-08;"0";13.714;38.044
2008-04-08;"50";13.317;38.121
2008-04-15;"0";13.814;37.888
2008-04-15;"50";13.392;38.095
2008-04-23;"0";14.355;37.899
2008-04-23;"50";13.758;38.018
2008-04-28;"0";16.181;37.689
2008-04-28;"50";13.879;37.993
2008-05-06;"0";16.886;37.636
2008-05-06;"50";14.993;37.918
2008-05-13;"0";17.24;37.942
2008-05-13;"50";16.259;37.983
2008-05-20;"0";18.026;37.803
2008-05-20;"50";15.173;38.018
2008-05-28;"0";18.424;37.776
2008-05-28;"50";17.924;37.867
2008-06-03;"0";19.868;37.605
2008-06-03;"50";16.08;37.97
2008-06-10;"0";20.945;37.041
2008-06-10;"50";15.082;38.009
2008-06-17;"0";21.006;37.19
2008-06-17;"50";14.538;38.035
2008-06-23;"0";22.678;37.33
2008-06-23;"50";14.631;38.022
2008-07-02;"0";25.243;37.673
2008-07-02;"50";14.7;37.982
2008-07-08;"0";24.467;37.766
2008-07-08;"50";14.428;38.019
2008-07-16;"0";22.249;37.924
2008-07-16;"50";15.798;37.952
2008-07-22;"0";23.715;37.754
2008-07-22;"50";15.437;37.978
2008-07-28;"0";23.31;38.157
2008-07-28;"50";14.607;38.051
2008-08-05;"0";25.855;38.167
2008-08-05;"50";15.072;38.016
2008-08-19;"0";23.951;38.123
2008-08-19;"50";14.445;38.04
2008-08-26;"0";25.156;38.229
2008-08-26;"50";14.972;37.988
2008-09-02;"0";25.226;38.263
2008-09-02;"50";14.897;37.972
