DATE;HEURE;PROF_NUM;T;S;O
09/01/2002;09:00:00;50.00;14.038;38.167;4.05
09/01/2002;09:00:00;1.00;14.026;38.168;4.01
16/01/2002;09:00:00;50.00;13.867;38.192;5.39
16/01/2002;09:00:00;1.00;13.829;38.192;5.38
23/01/2002;09:00:00;50.00;13.625;38.195;5.22
23/01/2002;09:00:00;1.00;13.712;38.209;5.24
30/01/2002;09:00:00;50.00;13.570;38.176;999999
30/01/2002;09:00:00;1.00;13.600;38.172;5.73
07/02/2002;09:00:00;50.00;13.382;38.090;5.54
07/02/2002;09:00:00;1.00;13.345;37.985;5.61
13/02/2002;09:00:00;50.00;13.363;38.072;5.71
13/02/2002;09:00:00;1.00;13.327;38.017;5.94
20/02/2002;09:00:00;50.00;13.387;38.097;5.69
20/02/2002;09:00:00;1.00;13.074;37.899;5.92
01/03/2002;09:00:00;50.00;13.310;38.102;5.71
01/03/2002;09:00:00;1.00;13.122;38.069;5.71
08/03/2002;09:00:00;50.00;13.240;38.039;5.65
08/03/2002;09:00:00;1.00;13.644;38.027;5.62
13/03/2002;09:00:00;50.00;999999;999999;5.90
13/03/2002;09:00:00;1.00;999999;999999;6.18
20/03/2002;09:00:00;50.00;999999;999999;5.79
20/03/2002;09:00:00;1.00;999999;999999;5.87
27/03/2002;09:00:00;50.00;999999;999999;5.79
27/03/2002;09:00:00;1.00;999999;999999;5.94
04/04/2002;09:00:00;50.00;13.788;38.004;5.75
04/04/2002;09:00:00;1.00;14.224;38.003;5.83
10/04/2002;09:00:00;50.00;13.836;37.979;5.70
10/04/2002;09:00:00;1.00;13.822;37.982;5.77
18/04/2002;09:00:00;50.00;13.726;38.000;5.81
18/04/2002;09:00:00;1.00;14.612;37.940;5.67
24/04/2002;09:00:00;50.00;13.731;38.000;5.76
24/04/2002;09:00:00;1.00;15.063;37.852;5.94
30/04/2002;09:00:00;50.00;14.555;37.952;6.01
30/04/2002;09:00:00;1.00;15.797;37.932;5.83
07/05/2002;09:00:00;50.00;15.680;37.838;5.86
07/05/2002;09:00:00;1.00;16.185;37.528;5.72
15/05/2002;09:00:00;50.00;14.280;37.983;5.69
15/05/2002;09:00:00;1.00;18.028;37.330;5.83
22/05/2002;09:00:00;50.00;14.329;38.007;5.94
22/05/2002;09:00:00;1.00;19.718;37.439;5.58
28/05/2002;09:00:00;50.00;14.648;37.966;5.98
28/05/2002;09:00:00;1.00;18.612;37.658;5.57
05/06/2002;09:00:00;50.00;15.408;37.955;6.05
05/06/2002;09:00:00;1.00;20.171;37.668;5.40
12/06/2002;09:00:00;50.00;15.660;37.887;5.99
12/06/2002;09:00:00;1.00;19.982;37.633;5.16
19/06/2002;09:00:00;50.00;14.665;37.904;5.93
19/06/2002;09:00:00;1.00;21.490;37.457;5.05
26/06/2002;09:00:00;50.00;14.864;37.860;6.06
26/06/2002;09:00:00;1.00;25.403;37.504;5.73
02/07/2002;09:00:00;50.00;14.925;37.902;5.95
02/07/2002;09:00:00;1.00;23.905;37.717;5.09
10/07/2002;09:00:00;50.00;14.835;37.882;5.70
10/07/2002;09:00:00;1.00;22.715;37.766;5.22
18/07/2002;09:00:00;50.00;15.241;37.863;5.90
18/07/2002;09:00:00;1.00;23.942;37.642;4.87
24/07/2002;09:00:00;50.00;15.447;37.827;6.16
24/07/2002;09:00:00;1.00;25.045;37.668;5.70
31/07/2002;09:00:00;50.00;14.364;37.924;5.79
31/07/2002;09:00:00;1.00;24.989;37.615;4.85
07/08/2002;09:00:00;50.00;16.160;37.739;6.00
07/08/2002;09:00:00;1.00;23.199;37.826;5.06
14/08/2002;09:00:00;50.00;14.963;37.884;5.64
14/08/2002;09:00:00;1.00;23.620;37.779;4.92
21/08/2002;09:00:00;50.00;15.770;37.818;5.95
21/08/2002;09:00:00;1.00;24.363;37.764;4.99
28/08/2002;09:00:00;50.00;15.012;37.845;5.74
28/08/2002;09:00:00;1.00;24.202;37.706;4.92
04/09/2002;09:00:00;50.00;15.777;38.166;5.98
04/09/2002;09:00:00;1.00;23.600;37.666;5.07
11/09/2002;09:00:00;50.00;16.157;38.025;5.95
11/09/2002;09:00:00;1.00;23.190;37.830;5.05
19/09/2002;09:00:00;50.00;16.846;999999;6.11
19/09/2002;09:00:00;1.00;23.231;999999;4.83
26/09/2002;09:00:00;50.00;16.180;999999;6.04
26/09/2002;09:00:00;1.00;22.161;999999;4.82
02/10/2002;09:00:00;50.00;15.605;37.794;5.65
02/10/2002;09:00:00;1.00;21.635;37.854;5.07
09/10/2002;09:00:00;50.00;16.976;37.769;5.74
09/10/2002;09:00:00;1.00;21.015;37.866;4.90
16/10/2002;09:00:00;50.00;17.632;37.858;5.49
16/10/2002;09:00:00;1.00;20.562;37.770;5.08
25/10/2002;09:00:00;50.00;19.630;37.732;5.28
25/10/2002;09:00:00;1.00;19.679;37.730;5.01
30/10/2002;09:00:00;50.00;18.606;37.735;5.28
30/10/2002;09:00:00;1.00;19.487;37.753;5.01
06/11/2002;09:00:00;50.00;18.117;37.819;5.17
06/11/2002;09:00:00;1.00;18.735;37.794;5.04
13/11/2002;09:00:00;50.00;17.863;37.840;5.16
13/11/2002;09:00:00;1.00;17.800;37.790;5.09
20/11/2002;09:00:00;50.00;17.647;37.736;5.15
20/11/2002;09:00:00;1.00;17.647;37.739;5.08
27/11/2002;09:00:00;50.00;17.530;37.711;5.04
27/11/2002;09:00:00;1.00;17.537;37.625;5.03
04/12/2002;09:00:00;50.00;17.365;37.821;5.09
04/12/2002;09:00:00;1.00;17.209;37.685;5.04
13/12/2002;09:00:00;50.00;15.953;37.849;5.37
13/12/2002;09:00:00;1.00;15.969;37.827;5.38
18/12/2002;09:00:00;50.00;15.834;37.863;5.37
18/12/2002;09:00:00;1.00;15.824;37.860;5.38
23/12/2002;09:00:00;50.00;15.648;37.914;5.29
23/12/2002;09:00:00;1.00;15.617;37.890;5.35
30/12/2002;09:00:00;50.00;15.451;37.862;5.37
30/12/2002;09:00:00;1.00;15.314;37.786;5.34
09/01/2003;09:00:00;50.00;14.930;37.943;5.39
09/01/2003;09:00:00;1.00;14.866;37.939;5.43
15/01/2003;09:00:00;50.00;14.527;37.925;5.40
15/01/2003;09:00:00;1.00;14.512;37.917;5.34
23/01/2003;09:00:00;50.00;14.086;37.880;5.56
23/01/2003;09:00:00;1.00;13.948;37.843;5.54
30/01/2003;09:00:00;50.00;13.930;37.919;5.44
30/01/2003;09:00:00;1.00;13.941;37.919;5.38
05/02/2003;09:00:00;50.00;13.583;37.978;5.52
05/02/2003;09:00:00;1.00;13.658;37.962;5.42
12/02/2003;09:00:00;50.00;13.454;37.983;5.58
12/02/2003;09:00:00;1.00;13.447;37.981;5.58
19/02/2003;09:00:00;50.00;13.244;38.117;5.43
19/02/2003;09:00:00;1.00;13.252;38.118;5.38
28/02/2003;09:00:00;50.00;13.111;38.124;5.48
28/02/2003;09:00:00;1.00;13.128;38.121;5.42
05/03/2003;09:00:00;50.00;13.152;38.114;5.54
05/03/2003;09:00:00;1.00;13.296;38.112;5.66
12/03/2003;09:00:00;50.00;13.192;38.128;5.60
12/03/2003;09:00:00;1.00;13.663;38.093;5.92
19/03/2003;09:00:00;50.00;13.325;38.143;5.69
19/03/2003;09:00:00;1.00;13.520;38.121;5.70
26/03/2003;09:00:00;50.00;13.451;38.136;5.69
26/03/2003;09:00:00;1.00;14.070;38.071;5.91
02/04/2003;09:00:00;50.00;13.569;38.130;999999
02/04/2003;09:00:00;1.00;13.619;38.126;999999
10/04/2003;09:00:00;50.00;13.473;38.118;5.67
10/04/2003;09:00:00;1.00;13.370;38.000;5.65
16/04/2003;09:00:00;50.00;13.618;38.046;5.80
16/04/2003;09:00:00;1.00;13.777;38.019;5.86
24/04/2003;09:00:00;50.00;13.632;38.079;5.70
24/04/2003;09:00:00;1.00;14.648;37.959;5.83
30/04/2003;09:00:00;50.00;14.499;37.944;5.88
30/04/2003;09:00:00;1.00;15.822;37.842;5.72
07/05/2003;09:00:00;50.00;16.351;37.870;5.76
07/05/2003;09:00:00;1.00;16.742;37.852;5.42
14/05/2003;09:00:00;50.00;14.146;38.055;5.78
14/05/2003;09:00:00;1.00;19.430;37.463;5.32
21/05/2003;09:00:00;50.00;14.145;38.039;5.79
21/05/2003;09:00:00;1.00;19.268;37.669;5.48
27/05/2003;09:00:00;50.00;14.303;38.057;5.82
27/05/2003;09:00:00;1.00;18.700;37.835;5.38
04/06/2003;09:00:00;50.00;14.151;38.057;5.79
04/06/2003;09:00:00;1.00;21.096;37.634;5.44
11/06/2003;09:00:00;50.00;14.186;38.052;999999
11/06/2003;09:00:00;1.00;23.929;37.779;999999
18/06/2003;09:00:00;50.00;14.428;38.002;999999
18/06/2003;09:00:00;1.00;25.379;37.721;999999
25/06/2003;09:00:00;50.00;14.287;38.027;6.12
25/06/2003;09:00:00;1.00;25.930;37.955;5.19
04/07/2003;09:00:00;50.00;14.283;38.050;6.16
04/07/2003;09:00:00;1.00;18.681;37.938;5.84
09/07/2003;09:00:00;50.00;14.367;38.053;5.86
09/07/2003;09:00:00;1.00;25.675;38.136;4.93
16/07/2003;09:00:00;50.00;14.897;38.026;5.96
16/07/2003;09:00:00;1.00;26.454;38.139;4.91
23/07/2003;09:00:00;50.00;14.473;38.050;5.83
23/07/2003;09:00:00;1.00;26.850;38.083;4.85
30/07/2003;09:00:00;50.00;14.372;38.075;5.83
30/07/2003;09:00:00;1.00;26.869;38.135;4.85
06/08/2003;09:00:00;50.00;14.715;38.053;5.82
06/08/2003;09:00:00;1.00;27.003;38.124;4.75
13/08/2003;09:00:00;50.00;15.242;38.001;5.74
13/08/2003;09:00:00;1.00;27.718;38.182;4.79
20/08/2003;09:00:00;50.00;15.274;37.978;999999
20/08/2003;09:00:00;1.00;27.972;38.204;999999
27/08/2003;09:00:00;50.00;14.990;37.991;5.93
27/08/2003;09:00:00;1.00;27.608;38.175;4.53
03/09/2003;09:00:00;50.00;14.978;38.016;6.13
03/09/2003;09:00:00;1.00;24.788;38.174;4.97
10/09/2003;09:00:00;50.00;14.922;38.016;6.09
10/09/2003;09:00:00;1.00;23.398;38.186;5.02
18/09/2003;09:00:00;50.00;15.064;38.005;6.13
18/09/2003;09:00:00;1.00;23.071;38.211;5.05
23/09/2003;09:00:00;50.00;15.574;37.996;6.22
23/09/2003;09:00:00;1.00;22.816;38.201;5.05
30/09/2003;09:00:00;50.00;16.166;37.927;6.05
30/09/2003;09:00:00;1.00;22.356;38.210;5.03
09/10/2003;09:00:00;50.00;16.149;38.011;5.82
09/10/2003;09:00:00;1.00;20.286;38.164;5.46
14/10/2003;09:00:00;50.00;15.804;37.992;5.88
14/10/2003;09:00:00;1.00;20.852;38.219;4.93
22/10/2003;09:00:00;50.00;17.095;38.137;5.54
22/10/2003;09:00:00;1.00;18.190;38.130;5.09
28/10/2003;09:00:00;50.00;17.841;38.169;5.56
28/10/2003;09:00:00;1.00;17.945;38.170;5.72
04/11/2003;09:00:00;50.00;17.112;38.039;5.41
04/11/2003;09:00:00;1.00;17.058;37.975;5.43
12/11/2003;09:00:00;50.00;16.859;38.067;5.41
12/11/2003;09:00:00;1.00;16.834;38.058;4.33
18/11/2003;09:00:00;50.00;16.693;38.071;5.32
18/11/2003;09:00:00;1.00;16.589;38.015;5.21
25/11/2003;09:00:00;50.00;16.804;38.026;5.41
25/11/2003;09:00:00;1.00;16.770;38.013;5.21
05/12/2003;09:00:00;50.00;16.555;37.973;5.40
05/12/2003;09:00:00;1.00;16.496;37.965;4.87
08/12/2003;09:00:00;50.00;16.509;37.994;5.36
08/12/2003;09:00:00;1.00;16.498;37.996;5.11
17/12/2003;09:00:00;50.00;16.045;37.996;5.36
17/12/2003;09:00:00;1.00;16.038;37.983;4.74
22/12/2003;09:00:00;50.00;15.738;38.020;999999
22/12/2003;09:00:00;1.00;15.756;38.010;999999
29/12/2003;09:00:00;50.00;14.989;38.083;999999
29/12/2003;09:00:00;1.00;15.091;31.012;999999
06/01/2004;09:00:00;50.00;14.717;38.043;5.44
06/01/2004;09:00:00;1.00;14.663;37.986;5.33
16/01/2004;09:00:00;50.00;14.328;38.052;5.57
16/01/2004;09:00:00;1.00;14.301;38.028;5.55
20/01/2004;09:00:00;50.00;14.070;38.064;5.74
20/01/2004;09:00:00;1.00;14.053;38.056;5.72
30/01/2004;09:00:00;50.00;13.718;38.072;5.57
30/01/2004;09:00:00;1.00;13.710;38.064;5.41
03/02/2004;09:00:00;50.00;13.606;38.104;999999
03/02/2004;09:00:00;1.00;13.578;38.079;999999
10/02/2004;09:00:00;50.00;13.375;38.130;5.46
10/02/2004;09:00:00;1.00;13.446;38.144;5.47
17/02/2004;09:00:00;50.00;13.395;38.106;5.60
17/02/2004;09:00:00;1.00;13.388;38.097;5.63
25/02/2004;09:00:00;50.00;13.343;38.124;5.53
25/02/2004;09:00:00;1.00;13.317;38.112;5.47
02/03/2004;09:00:00;50.00;13.154;38.130;5.53
02/03/2004;09:00:00;1.00;13.153;38.129;5.52
09/03/2004;09:00:00;50.00;13.036;38.143;999999
09/03/2004;09:00:00;1.00;13.011;38.114;999999
17/03/2004;09:00:00;50.00;13.017;38.118;5.64
17/03/2004;09:00:00;1.00;13.227;38.100;5.81
22/03/2004;09:00:00;50.00;13.142;38.041;5.52
22/03/2004;09:00:00;1.00;13.520;37.947;5.62
31/03/2004;09:00:00;50.00;13.174;38.124;5.52
31/03/2004;09:00:00;1.00;13.072;37.873;5.48
06/04/2004;09:00:00;50.00;13.223;37.991;5.72
06/04/2004;09:00:00;1.00;13.540;37.824;5.90
14/04/2004;09:00:00;50.00;13.348;38.024;5.72
14/04/2004;09:00:00;1.00;13.834;37.833;5.83
21/04/2004;09:00:00;50.00;13.490;38.080;5.74
21/04/2004;09:00:00;1.00;14.112;37.912;5.84
28/04/2004;09:00:00;50.00;13.639;38.063;5.80
28/04/2004;09:00:00;1.00;15.067;37.949;5.83
04/05/2004;09:00:00;50.00;14.379;37.968;5.71
04/05/2004;09:00:00;1.00;14.960;37.812;5.68
11/05/2004;09:00:00;50.00;14.389;38.021;5.71
11/05/2004;09:00:00;1.00;15.779;37.753;5.65
18/05/2004;09:00:00;50.00;14.420;38.012;5.69
18/05/2004;09:00:00;1.00;17.049;37.562;5.76
25/05/2004;09:00:00;50.00;14.325;38.065;999999
25/05/2004;09:00:00;1.00;17.719;37.388;999999
01/06/2004;09:00:00;50.00;14.405;38.097;999999
01/06/2004;09:00:00;1.00;19.095;37.756;999999
08/06/2004;09:00:00;50.00;14.588;38.090;999999
08/06/2004;09:00:00;1.00;20.615;37.798;999999
15/06/2004;09:00:00;50.00;14.992;38.072;5.81
15/06/2004;09:00:00;1.00;19.791;37.880;5.46
22/06/2004;09:00:00;50.00;14.024;38.102;5.94
22/06/2004;09:00:00;1.00;20.379;37.931;5.12
29/06/2004;09:00:00;50.00;14.558;38.064;5.83
29/06/2004;09:00:00;1.00;23.249;37.996;5.21
06/07/2004;09:00:00;50.00;14.823;38.070;5.89
06/07/2004;09:00:00;1.00;24.273;37.968;5.05
13/07/2004;09:00:00;50.00;999999;999999;999999
13/07/2004;09:00:00;1.00;999999;999999;999999
20/07/2004;09:00:00;50.00;999999;999999;6.03
20/07/2004;09:00:00;1.00;999999;999999;5.12
27/07/2004;09:00:00;50.00;999999;999999;5.88
27/07/2004;09:00:00;1.00;25.498;999999;5.10
03/08/2004;09:00:00;50.00;15.030;38.068;6.02
03/08/2004;09:00:00;1.00;25.120;38.208;4.94
10/08/2004;09:00:00;50.00;15.333;37.988;6.08
10/08/2004;09:00:00;1.00;25.404;38.236;4.81
17/08/2004;09:00:00;50.00;14.987;37.995;5.90
17/08/2004;09:00:00;1.00;25.051;38.252;4.92
24/08/2004;09:00:00;50.00;14.217;38.084;5.83
24/08/2004;09:00:00;1.00;24.685;38.292;4.94
31/08/2004;09:00:00;50.00;14.494;38.046;5.81
31/08/2004;09:00:00;1.00;24.286;38.266;4.96
07/09/2004;09:00:00;50.00;15.347;38.057;6.09
07/09/2004;09:00:00;1.00;24.500;38.310;4.86
14/09/2004;09:00:00;50.00;14.997;38.099;6.11
14/09/2004;09:00:00;1.00;24.016;38.341;4.73
21/09/2004;09:00:00;50.00;15.565;38.161;6.08
21/09/2004;09:00:00;1.00;23.148;38.331;4.99
28/09/2004;09:00:00;50.00;14.635;38.070;5.86
28/09/2004;09:00:00;1.00;22.306;38.293;5.03
05/10/2004;09:00:00;50.00;15.613;38.104;6.22
05/10/2004;09:00:00;1.00;22.027;38.310;5.13
12/10/2004;09:00:00;50.00;999999;999999;6.26
12/10/2004;09:00:00;1.00;999999;999999;5.08
20/10/2004;09:00:00;50.00;16.057;38.082;999999
20/10/2004;09:00:00;1.00;19.785;38.283;999999
02/11/2004;09:00:00;50.00;19.819;38.237;5.16
02/11/2004;09:00:00;1.00;19.413;38.018;5.13
09/11/2004;09:00:00;50.00;19.442;38.156;5.07
09/11/2004;09:00:00;1.00;19.583;38.162;5.11
16/11/2004;09:00:00;50.00;999999;999999;5.32
16/11/2004;09:00:00;1.00;999999;999999;5.31
23/11/2004;09:00:00;50.00;16.709;38.169;5.31
23/11/2004;09:00:00;1.00;17.445;38.158;5.29
30/11/2004;09:00:00;50.00;17.231;38.194;5.38
30/11/2004;09:00:00;1.00;16.826;38.031;5.40
07/12/2004;09:00:00;50.00;16.451;38.150;5.69
07/12/2004;09:00:00;1.00;16.689;38.149;6.38
14/12/2004;09:00:00;50.00;16.174;38.147;5.39
14/12/2004;09:00:00;1.00;16.164;38.144;5.19
21/12/2004;09:00:00;50.00;15.915;38.142;5.40
21/12/2004;09:00:00;1.00;15.895;38.138;5.44
28/12/2004;09:00:00;50.00;15.449;38.097;999999
28/12/2004;09:00:00;1.00;15.410;38.092;999999
04/01/2005;09:00:00;50.00;15.056;38.101;5.41
04/01/2005;09:00:00;1.00;15.050;38.083;5.49
11/01/2005;09:00:00;50.00;14.804;38.061;5.51
11/01/2005;09:00:00;1.00;14.779;38.062;5.53
21/01/2005;09:00:00;50.00;14.390;38.059;5.64
21/01/2005;09:00:00;1.00;14.391;38.053;5.56
25/01/2005;09:00:00;50.00;999999;999999;5.73
25/01/2005;09:00:00;1.00;999999;999999;5.70
01/02/2005;09:00:00;50.00;13.480;38.157;5.49
01/02/2005;09:00:00;1.00;13.463;38.143;5.47
08/02/2005;09:00:00;50.00;13.295;38.169;5.52
08/02/2005;09:00:00;1.00;13.295;38.169;5.65
15/02/2005;09:00:00;50.00;13.227;38.197;5.52
15/02/2005;09:00:00;1.00;13.212;38.199;5.51
23/02/2005;09:00:00;50.00;13.161;38.241;5.49
23/02/2005;09:00:00;1.00;13.023;38.193;5.58
01/03/2005;09:00:00;50.00;12.992;38.260;5.48
01/03/2005;09:00:00;1.00;12.972;38.263;5.45
07/03/2005;09:00:00;50.00;12.809;38.240;5.48
07/03/2005;09:00:00;1.00;12.805;38.240;5.59
15/03/2005;09:00:00;50.00;12.835;38.256;5.43
15/03/2005;09:00:00;1.00;13.041;38.252;5.75
22/03/2005;09:00:00;50.00;12.827;38.265;5.41
22/03/2005;09:00:00;1.00;14.124;38.230;6.18
29/03/2005;09:00:00;50.00;13.417;38.256;5.62
29/03/2005;09:00:00;1.00;14.260;38.182;6.00
05/04/2005;09:00:00;50.00;13.743;38.179;5.90
05/04/2005;09:00:00;1.00;13.949;38.147;5.93
12/04/2005;09:00:00;50.00;13.566;38.181;5.77
12/04/2005;09:00:00;1.00;13.714;38.165;5.77
19/04/2005;09:00:00;50.00;13.483;38.188;999999
19/04/2005;09:00:00;1.00;14.038;38.133;999999
26/04/2005;09:00:00;50.00;13.851;38.155;5.73
26/04/2005;09:00:00;1.00;14.269;38.103;5.84
03/05/2005;09:00:00;50.00;14.164;38.115;5.71
03/05/2005;09:00:00;1.00;16.941;37.967;5.65
10/05/2005;09:00:00;50.00;14.516;38.040;5.62
10/05/2005;09:00:00;1.00;17.779;37.720;5.80
17/05/2005;09:00:00;50.00;14.690;38.167;5.73
17/05/2005;09:00:00;1.00;18.206;37.846;5.51
24/05/2005;09:00:00;50.00;14.658;38.106;5.76
24/05/2005;09:00:00;1.00;18.751;37.815;5.64
31/05/2005;09:00:00;50.00;14.406;38.159;5.75
31/05/2005;09:00:00;1.00;20.803;37.985;5.42
07/06/2005;09:00:00;50.00;14.399;38.188;5.67
07/06/2005;09:00:00;1.00;21.794;38.036;5.37
15/06/2005;09:00:00;50.00;15.067;38.188;5.77
15/06/2005;09:00:00;1.00;20.212;38.215;5.31
21/06/2005;09:00:00;50.00;999999;999999;5.80
21/06/2005;09:00:00;1.00;999999;999999;5.20
28/06/2005;09:00:00;50.00;14.930;38.204;5.61
28/06/2005;09:00:00;1.00;24.335;38.209;5.04
06/07/2005;09:00:00;50.00;14.097;38.230;5.29
06/07/2005;09:00:00;1.00;23.017;38.240;5.09
12/07/2005;09:00:00;50.00;14.063;38.234;5.43
12/07/2005;09:00:00;1.00;23.217;38.238;5.09
19/07/2005;09:00:00;50.00;14.330;38.215;5.49
19/07/2005;09:00:00;1.00;24.584;38.253;4.92
26/07/2005;09:00:00;50.00;15.218;38.170;6.00
26/07/2005;09:00:00;1.00;25.418;38.379;4.86
02/08/2005;09:00:00;50.00;15.717;38.162;5.87
02/08/2005;09:00:00;1.00;26.179;38.414;4.76
09/08/2005;09:00:00;50.00;14.442;38.160;5.67
09/08/2005;09:00:00;1.00;24.908;38.476;4.84
16/08/2005;09:00:00;50.00;16.093;38.130;6.10
16/08/2005;09:00:00;1.00;24.265;38.460;4.83
23/08/2005;09:00:00;50.00;15.397;38.123;5.88
23/08/2005;09:00:00;1.00;24.026;38.408;4.85
30/08/2005;09:00:00;50.00;15.552;38.129;5.89
30/08/2005;09:00:00;1.00;24.334;38.451;4.82
06/09/2005;09:00:00;50.00;14.562;38.155;5.68
06/09/2005;09:00:00;1.00;24.237;38.393;4.89
13/09/2005;09:00:00;50.00;15.033;38.160;5.79
13/09/2005;09:00:00;1.00;22.755;38.277;4.87
20/09/2005;09:00:00;50.00;17.150;38.169;5.66
20/09/2005;09:00:00;1.00;22.981;38.347;4.91
27/09/2005;09:00:00;50.00;15.125;38.136;5.71
27/09/2005;09:00:00;1.00;22.697;38.419;4.95
04/10/2005;09:00:00;50.00;15.699;38.066;6.02
04/10/2005;09:00:00;1.00;21.473;38.330;4.96
11/10/2005;09:00:00;50.00;19.855;38.325;5.21
11/10/2005;09:00:00;1.00;20.715;38.382;5.07
18/10/2005;09:00:00;50.00;20.143;38.383;5.11
18/10/2005;09:00:00;1.00;20.320;38.387;5.13
25/10/2005;09:00:00;50.00;19.187;38.323;5.23
25/10/2005;09:00:00;1.00;19.989;38.318;5.04
02/11/2005;09:00:00;50.00;19.644;38.330;5.10
02/11/2005;09:00:00;1.00;19.772;38.274;5.17
08/11/2005;09:00:00;50.00;19.575;38.284;5.11
08/11/2005;09:00:00;1.00;19.633;38.284;5.13
15/11/2005;09:00:00;50.00;19.193;38.242;5.13
15/11/2005;09:00:00;1.00;19.165;38.238;5.13
23/11/2005;09:00:00;50.00;18.136;38.233;5.33
23/11/2005;09:00:00;1.00;18.086;38.237;5.32
29/11/2005;09:00:00;50.00;16.956;38.263;5.39
29/11/2005;09:00:00;1.00;16.950;38.261;5.30
06/12/2005;09:00:00;50.00;16.483;38.223;5.37
06/12/2005;09:00:00;1.00;16.452;38.218;5.11
13/12/2005;09:00:00;50.00;15.436;38.186;5.35
13/12/2005;09:00:00;1.00;15.683;38.178;5.30
20/12/2005;09:00:00;50.00;14.720;38.120;5.48
20/12/2005;09:00:00;1.00;14.712;38.112;5.48
27/12/2005;09:00:00;50.00;14.145;38.151;5.43
27/12/2005;09:00:00;1.00;14.151;38.149;5.48
04/01/2006;09:00:00;50.00;13.955;38.195;5.58
04/01/2006;09:00:00;1.00;13.951;38.193;5.43
10/01/2006;09:00:00;50.00;13.668;38.213;5.48
10/01/2006;09:00:00;1.00;13.661;38.211;5.46
17/01/2006;09:00:00;50.00;13.315;38.206;5.46
17/01/2006;09:00:00;1.00;13.274;38.187;5.47
24/01/2006;09:00:00;50.00;13.230;38.201;5.56
